ID,Target Pressure (bar)
0,0.24695099769999984
1,0.26318994679999996
2,0.3552941584000001
3,0.29234292919999993
4,0.28426093449999995
5,0.2139257147000001
6,0.15548598367
7,0.15403856168999996
8,0.26128152090000006
9,0.7296574833000004
10,0.7141712289000002
11,0.6958573108999999
12,0.8030400504999998
13,0.7969756824000003
14,0.7709685081000001
15,0.7749865127999993
16,0.7326378571999999
17,0.6945738646999999
18,0.6018999880999997
19,0.6181873476000004
20,0.6120062147000003
21,0.6584575603999998
22,0.6339576517000002
23,0.4684562012999996
24,0.47566026269999995
25,0.4763373994999999
26,0.5156168161999999
27,0.09483361666999994
28,0.08679467055999998
29,0.08386701499999999
30,0.037989140060000016
31,0.03256156286999999
32,0.03343087129
33,0.04041619433000001
34,0.035781760719999986
35,0.041125718869999994
36,0.5547825547999999
37,0.29737756990000014
38,0.20306152268
39,0.6404677761
40,0.36641335989999996
41,0.24142969986
42,0.4153086715000002
43,0.2338869495999999
44,0.18874632170999994
45,0.2669784918600001
46,0.2009516262300001
47,0.14511766466999998
48,0.09641507409
49,0.06780320842000002
50,0.06289473457
51,0.10668505671999999
52,0.07673376269999997
53,0.06524304196999997
54,0.12152746353999994
55,0.12477486334999993
56,0.13010940488999992
57,0.0915317938
58,0.08895209935000004
59,0.08471110129000001
60,0.08011870244000002
61,0.07985703842999997
62,0.08722018445000003
63,0.6537481654
64,0.6123285222
65,0.4051656322000002
66,0.6910607123999998
67,0.6313145345000003
68,0.4100078396000001
69,0.57598497
70,0.5602560626000003
71,0.3671714905999999
72,0.35204573499999997
73,0.3435827280999998
74,0.27052847440000005
75,0.17036989255999996
76,0.12289014941999998
77,0.12123684025000005
78,0.2139532307400001
79,0.1963452062400001
80,0.16763926158999998
81,0.10029669215000003
82,0.10340954884
83,0.11322653664000008
84,0.04855602127000002
85,0.04996992375000002
86,0.04726790275000001
87,0.03575281946
88,0.03401098283
89,0.042847303600000004
90,0.4659765362999997
91,0.4328353769999999
92,0.3858602955999998
93,0.37328723909999995
94,0.3409034746
95,0.29954750608999997
96,0.2089474848
97,0.18469658350000004
98,0.15290881453000008
99,0.27532616660000003
100,0.2608860011800001
101,0.21623961217999996
102,0.17447606272
103,0.09789767349000002
104,0.07500243122999996
105,0.08153925619999995
106,0.07498067767000001
107,0.07515054515999998
108,0.1715821192
109,0.18040425425999995
110,0.22516032320000004
111,0.12721021968999993
112,0.11666654577999999
113,0.11168792922999998
114,0.08251364724000004
115,0.08260148513000003
116,0.11631764836000004
117,0.8651044875999994
118,0.7705394347999998
119,0.7363347810000002
120,0.7952085082999999
121,0.6836337945000001
122,0.6406040547000003
123,0.6371446114999993
124,0.6000178386999996
125,0.5423966785999995
126,0.6791722517
127,0.6470441510000002
128,0.5560830765999999
129,0.3111835290999998
130,0.22772267721000003
131,0.19423246641000005
132,0.17385910082000003
133,0.16293337741999994
134,0.15274718456999994
135,0.11702421900000003
136,0.1296514212
137,0.13636997191000008
138,0.062357687870000025
139,0.06417883018000001
140,0.06067958677999999
141,0.05386436685999998
142,0.052119415330000037
143,0.06494341293000003
144,0.5845660257
145,0.5163460634
146,0.3603339004000001
147,0.6055440763000002
148,0.5440327162000004
149,0.37792882559999996
150,0.3904069521999999
151,0.3830307647
152,0.3352875173999999
153,0.3056282255
154,0.2841185561999998
155,0.24541892940000007
156,0.15120212804
157,0.10147520470000006
158,0.10248118512000003
159,0.14350298530000002
160,0.13081993379
161,0.11936442825000007
162,0.1222964622799999
163,0.12064728604999994
164,0.12488570207999994
165,0.07704716120000002
166,0.07123708762000001
167,0.06650193410000005
168,0.061325398300000014
169,0.058150528569999985
170,0.06254519452
171,0.6239904431000002
172,0.4239060462999999
